read_id	read_length	mean_base_quality	ref_name	ref_start_1based	strand	mapq	cigar	has_sa	sa_count	num_segments	sa_diff_contig	sa_min_delta_pos	sa_max_delta_pos	sa_mean_delta_pos	sa_same_strand_count	sa_opp_strand_count	sa_max_mapq	sa_mean_mapq	sa_min_nm	sa_mean_nm	softclip_left	softclip_right	total_clipped_bases	breakpoint_read_pos	kmer_cosine_diff	kmer_js_divergence	microhomology_length	microhomology_gc	label
NC_039553.1_6217_6753_12:0:0_3:0:0_171a	150	13.0	NC_039553.1	6604	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_286245_286742_0:0:0_0:0:0_191e	150	40.0	NC_039553.1	8791	-	60	139M11S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	11	11	75	1.0	1.0	1	1.0	1
chimera_1_A9831-10051_B14983-15061_MH0_60183_60729_0:0:0_0:0:0_b95	150	40.0	NC_039553.1	13606	-	60	53S97M	1	1	2	0	2106	2106	2106.0	1	0	42	42.0	0	0.0	53	0	53	75	0.972211	0.971429	1	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_291989_292518_0:0:0_0:0:0_1b94	150	40.0	NC_039553.1	7996	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	1
NC_039553.1_9665_10112_9:0:0_8:0:0_ebb	150	13.0	NC_039553.1	9963	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.972222	0.971429	0	0.0	0
NC_039553.1_10409_10841_9:0:0_7:0:0_20ae	150	13.0	NC_039553.1	10692	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.928571	0.928571	0	0.0	0
NC_039553.1_304_793_9:0:0_11:0:0_fd1	150	13.0	NC_039553.1	644	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
NC_039553.1_12095_12534_8:0:0_9:0:0_2529	150	13.0	NC_039553.1	12095	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.9315	0.937465	2	0.5	0
chimera_1_A9831-10051_B14983-15061_MH0_297771_298233_0:0:0_0:0:0_15dc	150	40.0	NC_039553.1	13677	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.955863	0.955199	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_165674_166157_0:0:0_0:0:0_1cb8	150	40.0	NC_039553.1	5393	-	60	128M22S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	22	22	75	0.915485	0.923179	3	1.0	1
NC_039553.1_11846_12316_8:0:0_8:0:0_5a1	150	13.0	NC_039553.1	11846	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971429	0.971429	0	0.0	0
NC_039553.1_1400_1901_6:0:0_11:0:0_639	150	13.0	NC_039553.1	1400	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_237515_238006_0:0:0_0:0:0_87a	150	40.0	NC_039553.1	8974	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986106	0.985506	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_326341_326857_0:0:0_0:0:0_1976	150	40.0	NC_039553.1	9695	+	60	71S79M	1	1	2	0	5681	5681	5681.0	1	0	60	60.0	0	0.0	71	0	71	75	1.0	1.0	0	0.0	1
NC_039553.1_15129_15631_7:0:0_7:0:0_123d	150	13.0	NC_039553.1	15129	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	1	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_30318_30724_0:0:0_0:0:0_2298	150	40.0	NC_039553.1	6831	+	60	44S106M	1	1	2	0	5557	5557	5557.0	1	0	23	23.0	0	0.0	44	0	44	75	0.971429	0.971429	1	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_329735_330182_0:0:0_0:0:0_74d	150	40.0	NC_039553.1	13288	-	60	15S135M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	15	0	15	75	0.985714	0.985714	0	0.0	1
NC_039553.1_12368_12763_5:0:0_6:0:0_125b	150	13.0	NC_039553.1	12368	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.943656	0.942857	1	1.0	0
chimera_1_A9831-10051_B14983-15061_MH0_15854_16380_0:0:0_0:0:0_a1f	150	40.0	NC_039553.1	6573	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_175108_175628_0:0:0_0:0:0_224e	150	40.0	NC_039553.1	6981	-	60	132M18S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	18	18	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_136009_136502_0:0:0_0:0:0_2228	150	40.0	NC_039553.1	5886	-	60	119M31S	1	1	2	0	6154	6154	6154.0	1	0	1	1.0	0	0.0	0	31	31	75	0.9589	0.957143	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_217849_218335_0:0:0_0:0:0_bec	150	40.0	NC_039553.1	9812	+	60	126M24S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	24	24	75	0.958333	0.957143	0	0.0	1
NC_039553.1_1710_2221_4:0:0_7:0:0_11dc	150	13.0	NC_039553.1	1710	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
NC_039553.1_7145_7661_8:0:0_9:0:0_534	150	13.0	NC_039553.1	7512	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971828	0.971429	1	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_215248_215727_0:0:0_0:0:0_d69	150	40.0	NC_039553.1	12900	+	60	7S143M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	7	0	7	75	0.944423	0.942857	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_11502_11938_0:0:0_0:0:0_46a	150	40.0	NC_039553.1	9941	+	60	63S87M	1	1	2	0	3624	3624	3624.0	1	0	60	60.0	0	0.0	63	0	63	75	0.973312	0.971429	1	1.0	1
chimera_1_A9831-10051_B14983-15061_MH0_126967_127432_0:0:0_0:0:0_1b00	150	40.0	NC_039553.1	2655	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	1	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_154608_155122_0:0:0_0:0:0_1483	150	40.0	NC_039553.1	11131	-	60	44S106M	1	1	2	0	3229	3229	3229.0	1	0	21	21.0	0	0.0	44	0	44	75	0.957143	0.957143	1	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_108481_108953_0:0:0_0:0:0_1b50	150	40.0	NC_039553.1	2885	+	60	4S146M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	4	0	4	75	0.942445	0.942445	0	0.0	1
NC_039553.1_9082_9645_5:0:0_11:0:0_221f	150	13.0	NC_039553.1	9082	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.973312	0.971429	1	1.0	0
chimera_1_A9831-10051_B14983-15061_MH0_51198_51715_0:0:0_0:0:0_1532	150	40.0	NC_039553.1	9160	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	0	0.0	1
NC_039553.1_12823_13205_6:0:0_6:0:0_1f74	150	13.0	NC_039553.1	12823	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.901399	0.9	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_218604_219005_0:0:0_0:0:0_1ee8	150	40.0	NC_039553.1	3255	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_77758_78287_0:0:0_0:0:0_1bf0	150	40.0	NC_039553.1	1784	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	1	1.0	1
NC_039553.1_836_1324_10:0:0_8:0:0_1bb9	150	13.0	NC_039553.1	836	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	2	0.5	0
NC_039553.1_3274_3735_5:0:0_6:0:0_8cc	150	13.0	NC_039553.1	3274	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.958317	0.957143	1	0.0	0
NC_039553.1_11256_11835_5:0:0_6:0:0_1f97	150	13.0	NC_039553.1	11686	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	2	0.0	0
NC_039553.1_10877_11404_4:0:0_5:0:0_11da	150	13.0	NC_039553.1	10877	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986106	0.985714	1	1.0	0
NC_039553.1_6321_6870_6:0:0_12:0:0_1390	150	13.0	NC_039553.1	6721	-	56	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_181167_181699_0:0:0_0:0:0_c56	150	40.0	NC_039553.1	4616	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.97258	0.971429	1	0.0	1
NC_039553.1_6938_7489_7:0:0_11:0:0_1cde	150	13.0	NC_039553.1	7340	-	59	135M15S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	15	15	75	0.972933	0.971429	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_74705_75174_0:0:0_0:0:0_14fe	150	40.0	NC_039553.1	14854	+	60	122M28S	1	1	2	0	1420	1420	1420.0	1	0	8	8.0	0	0.0	0	28	28	75	0.957143	0.957143	1	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_208447_208894_0:0:0_0:0:0_1640	150	40.0	NC_039553.1	10386	-	60	124M26S	1	1	2	0	3229	3229	3229.0	1	0	4	4.0	0	0.0	0	26	26	75	0.9863	0.985714	4	0.5	1
chimera_1_A9831-10051_B14983-15061_MH0_24634_25088_0:0:0_0:0:0_1be1	150	40.0	NC_039553.1	16475	-	60	92M58S	1	1	2	0	6218	6218	6218.0	1	0	46	46.0	0	0.0	0	58	58	75	0.985914	0.985714	0	0.0	1
NC_039553.1_5598_6140_9:0:0_8:0:0_1e23	150	13.0	NC_039553.1	5991	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	0	0.0	0
NC_039553.1_13788_14251_6:0:0_9:0:0_522	150	13.0	NC_039553.1	13788	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	2	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_153841_154317_0:0:0_0:0:0_66f	150	40.0	NC_039553.1	7279	-	60	138M12S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	12	12	75	0.9726	0.971429	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_316511_317020_0:0:0_0:0:0_2417	150	40.0	NC_039553.1	3735	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.92957	0.937465	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_234766_235297_0:0:0_0:0:0_2028	150	40.0	NC_039553.1	15472	+	60	26S124M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	26	0	26	75	0.942857	0.942857	0	0.0	1
NC_039553.1_2940_3378_12:0:0_11:0:0_b30	150	13.0	NC_039553.1	3229	-	56	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
NC_039553.1_10711_11266_5:0:0_2:0:0_1d5d	150	13.0	NC_039553.1	11117	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971828	0.971429	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_245513_245983_0:0:0_0:0:0_a44	150	40.0	NC_039553.1	3719	+	60	109M41S	1	1	2	0	7155	7155	7155.0	1	0	25	25.0	0	0.0	0	41	41	75	0.944444	0.951751	0	0.0	1
NC_039553.1_8748_9284_7:0:0_5:0:0_251f	150	13.0	NC_039553.1	8748	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986111	0.985714	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_151793_152303_0:0:0_0:0:0_1bce	150	40.0	NC_039553.1	3147	-	60	35S115M	1	1	2	0	864	864	864.0	1	0	16	16.0	0	0.0	35	0	35	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_138058_138603_0:0:0_0:0:0_750	150	40.0	NC_039553.1	4519	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_183479_184020_0:0:0_0:0:0_215d	150	40.0	NC_039553.1	9266	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	1	1.0	1
NC_039553.1_6156_6658_8:0:0_5:0:0_24c1	150	13.0	NC_039553.1	6509	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	0	0.0	0
NC_039553.1_3766_4213_6:0:0_7:0:0_6a2	150	13.0	NC_039553.1	4064	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.9	0.9	0	0.0	0
NC_039553.1_11073_11595_6:0:0_7:0:0_129e	150	13.0	NC_039553.1	11446	-	60	148M2S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	2	2	75	0.986106	0.985714	3	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_21930_22445_0:0:0_0:0:0_a73	150	40.0	NC_039553.1	6114	+	60	58S92M	1	1	2	0	5729	5729	5729.0	1	0	38	38.0	0	0.0	58	0	58	75	1.0	1.0	1	1.0	1
chimera_1_A9831-10051_B14983-15061_MH0_30328_30812_0:0:0_0:0:0_2416	150	40.0	NC_039553.1	12652	-	60	57S93M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	57	0	57	75	0.961036	0.966037	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_69359_69802_0:0:0_0:0:0_23	150	40.0	NC_039553.1	11157	+	60	126M24S	1	1	2	0	3539	3539	3539.0	1	0	2	2.0	0	0.0	0	24	24	75	0.942857	0.942857	0	0.0	1
NC_039553.1_3685_4216_8:0:0_9:0:0_141f	150	13.0	NC_039553.1	4072	-	60	5S145M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	5	0	5	75	0.985914	0.985714	1	1.0	0
chimera_1_A9831-10051_B14983-15061_MH0_62959_63475_0:0:0_0:0:0_728	150	40.0	NC_039553.1	11247	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957143	0.957143	1	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_33036_33544_0:0:0_0:0:0_1629	150	40.0	NC_039553.1	6702	-	60	141M9S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	9	9	75	0.95409	0.954138	0	0.0	1
NC_039553.1_5714_6218_7:0:0_3:0:0_670	150	13.0	NC_039553.1	6069	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986111	0.985714	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_46807_47256_0:0:0_0:0:0_21e9	150	40.0	NC_039553.1	1039	+	60	119M31S	1	1	2	0	3652	3652	3652.0	1	0	14	14.0	0	0.0	0	31	31	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_320196_320697_0:0:0_0:0:0_1a56	150	40.0	NC_039553.1	4221	+	60	71S79M	1	1	2	0	4392	4392	4392.0	1	0	60	60.0	0	0.0	71	0	71	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_48795_49321_0:0:0_0:0:0_3a	150	40.0	NC_039553.1	1547	-	60	2S148M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	2	0	2	75	0.958333	0.957143	0	0.0	1
NC_039553.1_7393_7909_6:0:0_5:0:0_784	150	13.0	NC_039553.1	7393	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	1	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_130323_130866_0:0:0_0:0:0_18e6	150	40.0	NC_039553.1	14317	-	60	42S108M	1	1	2	0	1175	1175	1175.0	1	0	32	32.0	0	0.0	42	0	42	75	0.985398	0.9854	1	0.0	1
NC_039553.1_13284_13804_6:0:0_2:0:0_1d39	150	13.0	NC_039553.1	13284	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957742	0.957143	0	0.0	0
NC_039553.1_1279_1761_8:0:0_6:0:0_262a	150	13.0	NC_039553.1	1612	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986111	0.985714	0	0.0	0
NC_039553.1_2702_3173_7:0:0_6:0:0_18de	150	13.0	NC_039553.1	2702	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985914	0.985714	1	1.0	0
chimera_1_A9831-10051_B14983-15061_MH0_223322_223793_0:0:0_0:0:0_264a	150	40.0	NC_039553.1	7460	+	60	100M50S	1	1	2	0	4796	4796	4796.0	1	0	28	28.0	0	0.0	0	50	50	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_276146_276681_0:0:0_0:0:0_19a5	150	40.0	NC_039553.1	6581	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	1
NC_039553.1_14403_14929_11:0:0_10:0:0_b51	150	13.0	NC_039553.1	14408	+	60	5S145M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	5	0	5	75	0.986106	0.985714	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_247545_247993_0:0:0_0:0:0_6e	150	40.0	NC_039553.1	4975	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	1
NC_039553.1_1593_2101_7:0:0_6:0:0_1eea	150	13.0	NC_039553.1	1952	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.9594	0.957143	1	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_30889_31424_0:0:0_0:0:0_1be	150	40.0	NC_039553.1	6124	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.94865	0.951751	2	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_242418_242917_0:0:0_0:0:0_23a6	150	40.0	NC_039553.1	7914	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	1	1.0	1
chimera_1_A9831-10051_B14983-15061_MH0_197694_198127_0:0:0_0:0:0_224f	150	40.0	NC_039553.1	8753	-	60	107M43S	1	1	2	0	2279	2279	2279.0	1	0	9	9.0	0	0.0	0	43	43	75	0.986482	0.985714	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_276786_277228_0:0:0_0:0:0_70c	150	40.0	NC_039553.1	12033	-	60	68S82M	1	1	2	0	3992	3992	3992.0	1	0	51	51.0	7	7.0	68	0	68	75	0.984942	0.984951	0	0.0	1
NC_039553.1_7439_7966_9:0:0_9:0:0_16db	150	13.0	NC_039553.1	7817	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971828	0.971429	0	0.0	0
NC_039553.1_18_593_8:0:0_3:0:0_eca	150	13.0	NC_039553.1	444	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.943656	0.942857	0	0.0	0
NC_039553.1_4442_5014_7:0:0_8:0:0_1a9d	150	13.0	NC_039553.1	4865	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_310818_311243_0:0:0_0:0:0_11dd	150	40.0	NC_039553.1	6777	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.970576	0.970581	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_124271_124796_0:0:0_0:0:0_1a42	150	40.0	NC_039553.1	11133	-	60	43S107M	1	1	2	0	446	446	446.0	1	0	22	22.0	0	0.0	43	0	43	75	0.971429	0.971429	0	0.0	1
NC_039553.1_3617_4167_5:0:0_10:0:0_17a	150	13.0	NC_039553.1	4018	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_47130_47662_0:0:0_0:0:0_1cec	150	40.0	NC_039553.1	11606	-	60	87M63S	1	1	2	0	4681	4681	4681.0	1	0	60	60.0	0	0.0	0	63	63	75	0.972211	0.971429	3	0.667	1
chimera_1_A9831-10051_B14983-15061_MH0_109805_110238_0:0:0_0:0:0_142c	150	40.0	NC_039553.1	11982	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.986486	0.985714	2	0.0	1
NC_039553.1_6766_7328_7:0:0_10:0:0_24ed	150	13.0	NC_039553.1	7179	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	3	0.333	0
NC_039553.1_4596_4996_7:0:0_10:0:0_26d7	150	13.0	NC_039553.1	4596	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.957742	0.957143	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_209456_209907_0:0:0_0:0:0_204e	150	40.0	NC_039553.1	5498	-	60	145M5S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	5	5	75	0.9726	0.971429	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_105052_105449_0:0:0_0:0:0_1dbe	150	40.0	NC_039553.1	67	-	60	118M32S	1	1	2	0	4246	4246	4246.0	1	0	10	10.0	0	0.0	0	32	32	75	0.971828	0.971429	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_224958_225445_0:0:0_0:0:0_215	150	40.0	NC_039553.1	12276	-	60	8S142M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	8	0	8	75	0.985714	0.985714	0	0.0	1
NC_039553.1_8891_9473_9:0:0_8:0:0_2f1	150	13.0	NC_039553.1	9324	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.985714	0.985714	3	0.333	0
NC_039553.1_12470_12984_5:0:0_4:0:0_18be	150	13.0	NC_039553.1	12835	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.943656	0.942857	1	1.0	0
chimera_1_A9831-10051_B14983-15061_MH0_232301_232796_0:0:0_0:0:0_4f5	150	40.0	NC_039553.1	3753	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	3	0.667	1
chimera_1_A9831-10051_B14983-15061_MH0_249201_249724_0:0:0_0:0:0_12b0	150	40.0	NC_039553.1	3954	+	60	87M63S	1	1	2	0	2009	2009	2009.0	1	0	50	50.0	0	0.0	0	63	63	75	1.0	1.0	1	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_200703_201202_0:0:0_0:0:0_1d44	150	40.0	NC_039553.1	6878	-	60	7S143M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	7	0	7	75	1.0	1.0	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_229949_230513_0:0:0_0:0:0_ba5	150	40.0	NC_039553.1	8042	-	60	108M42S	1	1	2	0	2293	2293	2293.0	1	0	60	60.0	0	0.0	0	42	42	75	0.986111	0.985714	1	0.0	1
NC_039553.1_4581_4992_12:0:0_6:0:0_2130	150	13.0	NC_039553.1	4581	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.971828	0.971429	0	0.0	0
NC_039553.1_15183_15727_9:0:0_7:0:0_22e5	150	13.0	NC_039553.1	15578	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.942857	0.942857	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_186153_186694_0:0:0_0:0:0_24c9	150	40.0	NC_039553.1	3079	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	0.914891	0.921553	0	0.0	1
NC_039553.1_8586_9061_8:0:0_7:0:0_c13	150	13.0	NC_039553.1	8586	+	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_215838_216296_0:0:0_0:0:0_1523	150	40.0	NC_039553.1	5222	+	60	63S87M	1	1	2	0	6356	6356	6356.0	1	0	40	40.0	0	0.0	63	0	63	75	0.986482	0.985714	1	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_191990_192435_0:0:0_0:0:0_a38	150	40.0	NC_039553.1	4885	-	60	147M3S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	3	3	75	0.944423	0.942857	0	0.0	1
chimera_1_A9831-10051_B14983-15061_MH0_296597_297156_0:0:0_0:0:0_1a5	150	40.0	NC_039553.1	15419	-	60	131M19S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	19	19	75	0.919822	0.914286	2	0.5	1
NC_039553.1_11906_12416_11:0:0_14:0:0_b85	150	13.0	NC_039553.1	12267	-	60	123M27S	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	27	27	75	0.958317	0.966037	1	0.0	0
NC_039553.1_2789_3345_8:0:0_8:0:0_11a4	150	13.0	NC_039553.1	2789	+	59	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	0	0.0	0
NC_039553.1_3687_4136_2:0:0_8:0:0_226d	150	13.0	NC_039553.1	3987	-	60	150M	0	0	1	0	0	0	0.0	0	0	0	0.0	0	0.0	0	0	0	75	1.0	1.0	1	0.0	0
chimera_1_A9831-10051_B14983-15061_MH0_40731_41250_0:0:0_0:0:0_24d	150	40.0	NC_039553.1	3428	+	60	93M57S	1	1	2	0	2228	2228	2228.0	1	0	49	49.0	0	0.0	0	57	57	75	1.0	1.0	0	0.0	1
